,Intervalle,Heure,Temps de déplacement,Distance,Gain d'altitude,Perte d'altitude,Allure moyenne,Allure moyenne en déplacement,Meilleure allure,Cadence de course moyenne,Cadence de course maximale,Longueur moyenne des foulées,Fréquence cardiaque moy.,Fréquence cardiaque maximale,Température moyenne,Calories,date
148,9,00:02:00.000,00:02:00.000,0.42,0,2,0:04:48  ,0:04:48  ,0:04:36  ,182.59375,189.0,112.2,154.0,161.0,--,32,2023-12-01 07:15:32
149,10,00:02:00.000,00:02:00.000,0.31,0,0,0:06:30  ,0:06:30  ,0:05:09  ,172.78125,179.0,88.97000122070312,147.0,158.0,--,27,2023-12-01 07:15:32
150,11,00:02:00.000,00:02:00.000,0.41,0,1,0:04:50  ,0:04:50  ,0:04:41  ,183.015625,190.0,108.34000244140626,139.0,160.0,--,29,2023-12-01 07:15:32
151,12,00:02:00.000,00:02:00.000,0.32,1,0,0:06:17  ,0:06:17  ,0:05:04  ,174.15625,182.0,93.12000122070312,153.0,160.0,--,29,2023-12-01 07:15:32
152,13,00:02:00.000,00:02:00.000,0.41,0,0,0:04:50  ,0:04:50  ,0:04:29  ,182.25,187.0,110.8199951171875,157.0,162.0,--,32,2023-12-01 07:15:32
153,14,00:02:00.000,00:02:00.000,0.32,0,0,0:06:11  ,0:06:11  ,0:04:55  ,174.171875,181.0,94.85999755859376,152.0,162.0,--,29,2023-12-01 07:15:32
154,15,00:02:00.000,00:02:00.000,0.41,0,0,0:04:50  ,0:04:50  ,0:04:52  ,182.421875,189.0,105.25999755859377,158.0,162.0,--,31,2023-12-01 07:15:32
155,16,00:02:00.000,00:02:00.000,0.32,0,0,0:06:10  ,0:06:10  ,0:04:50  ,174.546875,187.0,96.30999755859376,152.0,162.0,--,28,2023-12-01 07:15:32
156,17,00:06:08.367,00:06:08.367,1.0,16,0,0:06:08  ,0:06:08  ,0:05:41  ,174.328125,177.0,93.62000122070312,152.0,159.0,--,87,2023-12-01 07:15:32
157,18,00:03:51.633,00:03:51.000,0.6,27,0,0:06:27  ,0:06:26  ,0:06:14  ,173.625,177.0,88.45,162.0,164.0,--,59,2023-12-01 07:15:32
158,19,00:01:00.400,00:01:00.000,0.17,1,0,0:05:52  ,0:05:50  ,0:05:57  ,174.671875,176.0,93.15999755859376,163.0,165.0,--,15,2023-12-01 07:15:32
159,Summary,00:55:00.400,00:54:57.861,9.41,91,55,0:05:50  ,0:05:50  ,0:04:29  ,176.15625,193.0,96.24000244140626,147.0,165.0,--,781,2023-12-01 07:15:32
160,1,00:06:24.164,00:06:18.000,1.0,2,0,0:06:24  ,0:06:18  ,0:05:18  ,163.25,177.0,95.67123805297976,133.0,146.0,--,80,2023-02-17 09:40:56
161,2,00:06:13.018,00:06:13.000,1.0,0,1,0:06:12  ,0:06:13  ,0:05:47  ,173.09375,176.0,92.92660441271424,145.0,149.0,--,84,2023-02-17 09:40:56
162,3,00:06:07.585,00:06:07.000,1.0,0,1,0:06:07  ,0:06:07  ,0:05:57  ,173.25,176.0,94.21503988763084,147.0,151.0,--,84,2023-02-17 09:40:56
163,4,00:06:19.326,00:06:19.326,1.0,2,0,0:06:19  ,0:06:19  ,0:06:02  ,172.828125,176.0,91.52173266892537,149.0,152.0,--,86,2023-02-17 09:40:56
164,5,00:06:22.282,00:06:22.000,1.0,1,1,0:06:22  ,0:06:22  ,0:06:14  ,172.265625,175.0,91.1105696681198,148.0,151.0,--,84,2023-02-17 09:40:56
165,6,00:06:18.847,00:06:18.847,1.0,0,1,0:06:18  ,0:06:18  ,0:06:00  ,172.109375,175.0,92.02013958508198,148.0,152.0,--,84,2023-02-17 09:40:56
166,7,00:06:10.258,00:06:10.000,1.0,1,0,0:06:10  ,0:06:10  ,0:06:00  ,172.625,174.0,93.8735221666696,151.0,154.0,--,84,2023-02-17 09:40:56
167,8,00:06:07.763,00:06:07.763,1.0,1,1,0:06:07  ,0:06:07  ,0:05:53  ,173.296875,177.0,94.14396494848778,151.0,154.0,--,83,2023-02-17 09:40:56
168,9,00:06:08.898,00:06:08.898,1.0,0,1,0:06:08  ,0:06:08  ,0:05:53  ,173.375,176.0,93.81201483144106,151.0,154.0,--,82,2023-02-17 09:40:56
169,10,00:05:05.721,00:05:05.000,1.0,1,1,0:05:05  ,0:05:05  ,0:04:54  ,178.921875,181.0,109.6888609002406,166.0,170.0,--,81,2023-02-17 09:40:56
170,11,00:05:02.466,00:05:02.466,1.0,0,0,0:05:02  ,0:05:02  ,0:04:53  ,179.375,183.0,110.5892132468638,170.0,171.0,--,82,2023-02-17 09:40:56
171,12,00:04:58.030,00:04:58.000,1.0,0,1,0:04:58  ,0:04:58  ,0:04:48  ,179.5,184.0,112.15711163614964,172.0,175.0,--,82,2023-02-17 09:40:56
172,13,00:05:00.254,00:05:00.000,1.0,3,1,0:05:00  ,0:05:00  ,0:04:48  ,179.59375,184.0,111.26824367587348,174.0,177.0,--,83,2023-02-17 09:40:56
173,14,00:06:23.635,00:06:23.635,1.0,0,2,0:06:23  ,0:06:23  ,0:05:00  ,170.625,179.0,91.66221609002396,155.0,176.0,--,82,2023-02-17 09:40:56
174,15,00:06:09.593,00:06:09.000,1.0,2,1,0:06:09  ,0:06:09  ,0:06:03  ,173.984375,177.0,93.30765630901202,160.0,163.0,--,83,2023-02-17 09:40:56
175,16,00:06:07.615,00:06:07.615,1.0,0,0,0:06:07  ,0:06:07  ,0:05:50  ,173.46875,176.0,94.08855290466504,161.0,163.0,--,84,2023-02-17 09:40:56
176,17,00:05:05.418,00:03:57.000,0.59,1,0,0:08:34  ,0:06:39  ,0:05:32  ,128.609375,174.0,90.63631708816078,152.0,160.0,--,56,2023-02-17 09:40:56
177,Summary,01:40:04.873,01:38:47.550,16.59,15,13,0:06:01  ,0:05:57  ,0:04:48  ,171.25,184.0,96.6187944682141,154.0,177.0,--,1383,2023-02-17 09:40:56
178,1,00:05:56.482,00:05:55.000,1.0,--,50,0:05:56  ,0:05:55  ,0:05:19  ,158.5625,169.0,106.14833017326424,138.0,153.0,--,78,2022-05-04 06:17:02
179,2,00:05:15.452,00:05:15.000,1.0,6,--,0:05:15  ,0:05:15  ,0:05:00  ,168.09375,180.0,113.15308653088285,160.0,167.0,--,84,2022-05-04 06:17:02
180,3,00:05:07.726,00:05:07.726,1.0,6,8,0:05:07  ,0:05:07  ,0:04:55  ,169.4375,174.0,115.07407833836668,166.0,170.0,--,84,2022-05-04 06:17:02
181,4,00:05:02.687,00:05:02.000,1.0,6,4,0:05:02  ,0:05:02  ,0:04:49  ,171.125,174.0,115.83612034441066,172.0,177.0,--,85,2022-05-04 06:17:02
182,5,00:05:02.185,00:05:02.185,1.0,3,3,0:05:02  ,0:05:02  ,0:04:36  ,171.59375,174.0,115.71159649660008,176.0,179.0,--,87,2022-05-04 06:17:02
183,6,00:05:14.171,00:05:13.000,1.0,11,6,0:05:14  ,0:05:13  ,0:04:32  ,171.1875,176.0,111.56118539915389,181.0,191.0,--,94,2022-05-04 06:17:02
184,7,00:05:08.818,00:05:08.818,1.0,--,11,0:05:08  ,0:05:08  ,0:04:53  ,170.640625,174.0,113.858699994919,176.0,178.0,--,89,2022-05-04 06:17:02
185,8,00:05:16.994,00:05:16.000,1.0,2,--,0:05:16  ,0:05:16  ,0:05:02  ,170.515625,176.0,111.00333922013112,177.0,182.0,--,92,2022-05-04 06:17:02
186,9,00:00:12.275,00:00:12.000,0.04,--,--,0:05:09  ,0:05:02  ,0:05:12  ,171.5,172.0,113.1219082426758,180.0,180.0,--,3,2022-05-04 06:17:02
187,Summary,00:42:16.790,00:42:11.729,8.04,36,81,0:05:15  ,0:05:14  ,0:04:32  ,168.703125,180.0,112.64664718489884,168.0,191.0,--,696,2022-05-04 06:17:02
188,1,00:06:09.467,00:06:09.000,1.0,5,58,0:06:09  ,0:06:09  ,0:05:31  ,170.046875,174.0,95.50078218960688,128.0,142.0,--,75,2022-11-30 06:17:42
189,2,00:06:30.710,00:06:30.710,1.0,6,--,0:06:30  ,0:06:30  ,0:04:44  ,168.84375,177.0,90.95189325626752,144.0,153.0,--,92,2022-11-30 06:17:42
190,3,00:06:27.207,00:06:27.000,1.0,6,8,0:06:27  ,0:06:27  ,0:06:05  ,169.015625,172.0,91.68139100814646,147.0,156.0,--,88,2022-11-30 06:17:42
191,4,00:00:52.616,00:00:52.616,0.14,--,--,0:06:29  ,0:06:29  ,0:06:16  ,169.328125,172.0,91.01654450590468,147.0,150.0,--,11,2022-11-30 06:17:42
192,5,00:02:00.000,00:02:00.000,0.42,--,4,0:04:43  ,0:04:43  ,0:04:23  ,180.765625,186.0,117.19595808302358,162.0,175.0,--,32,2022-11-30 06:17:42
193,6,00:01:30.000,00:01:30.000,0.23,2,--,0:06:35  ,0:06:35  ,0:04:44  ,168.6875,181.0,89.94146052357354,165.0,175.0,--,22,2022-11-30 06:17:42
194,7,00:02:00.000,00:02:00.000,0.44,4,--,0:04:32  ,0:04:32  ,0:03:56  ,180.234375,184.0,122.37676771781534,172.0,178.0,--,35,2022-11-30 06:17:42
195,8,00:01:30.000,00:01:30.000,0.24,--,3,0:06:16  ,0:06:16  ,0:04:48  ,167.71875,180.0,94.89696510504004,168.0,177.0,--,22,2022-11-30 06:17:42
196,9,00:02:00.000,00:02:00.000,0.45,6,--,0:04:29  ,0:04:29  ,0:04:21  ,182.0625,186.0,122.29042459180828,173.0,186.0,--,35,2022-11-30 06:17:42
197,10,00:01:30.000,00:01:30.000,0.21,--,3,0:06:59  ,0:06:59  ,0:04:28  ,165.828125,182.0,86.2218039393511,171.0,186.0,--,24,2022-11-30 06:17:42
198,11,00:02:00.000,00:02:00.000,0.44,--,--,0:04:32  ,0:04:32  ,0:04:15  ,180.53125,184.0,122.00657476577376,174.0,184.0,--,35,2022-11-30 06:17:42
199,12,00:01:30.000,00:01:30.000,0.21,--,2,0:07:12  ,0:07:12  ,0:04:29  ,165.828125,180.0,83.68905984994818,167.0,184.0,--,23,2022-11-30 06:17:42
200,13,00:02:00.000,00:02:00.000,0.49,--,--,0:04:04  ,0:04:04  ,0:03:56  ,183.03125,188.0,133.86511832796225,179.0,193.0,--,37,2022-11-30 06:17:42
201,14,00:01:30.000,00:01:30.000,0.19,--,--,0:07:50  ,0:07:50  ,0:04:13  ,151.984375,183.0,83.95161208277646,170.0,186.0,--,24,2022-11-30 06:17:42
202,15,00:06:50.456,00:06:45.000,1.0,6,5,0:06:50  ,0:06:45  ,0:06:00  ,164.46875,172.0,88.87942921289749,155.0,165.0,--,98,2022-11-30 06:17:42
203,16,00:03:09.544,00:03:09.000,0.47,22,5,0:06:42  ,0:06:41  ,0:05:32  ,167.578125,172.0,88.85690353548073,168.0,173.0,--,48,2022-11-30 06:17:42
204,17,00:00:58.541,00:00:58.541,0.18,8,--,0:05:33  ,0:05:32  ,0:04:45  ,172.953125,184.0,104.19118830730535,173.0,179.0,--,17,2022-11-30 06:17:42
205,Summary,00:48:28.541,00:48:21.867,8.1,65,89,0:05:58  ,0:05:58  ,0:03:56  ,170.234375,188.0,97.6925926899318,156.0,193.0,--,718,2022-11-30 06:17:42
206,1,00:06:00.982,00:06:00.982,1.0,6,53,0:06:01  ,0:06:00  ,0:05:18  ,162.4375,174.0,102.32444864341792,135.0,153.0,--,79,2022-07-08 06:33:16
207,2,00:05:46.847,00:05:46.847,1.0,8,--,0:05:46  ,0:05:46  ,0:05:20  ,167.546875,184.0,103.24689383342933,152.0,158.0,--,88,2022-07-08 06:33:16
208,3,00:06:04.362,00:06:03.000,1.0,19,--,0:06:04  ,0:06:03  ,0:05:53  ,166.65625,170.0,98.80901463072544,154.0,158.0,--,87,2022-07-08 06:33:16
209,4,00:05:39.383,00:05:39.000,1.0,--,--,0:05:39  ,0:05:39  ,0:05:08  ,168.171875,172.0,105.12543488082196,155.0,161.0,--,85,2022-07-08 06:33:16
210,5,00:05:36.069,00:05:36.069,1.0,--,4,0:05:36  ,0:05:36  ,0:05:05  ,168.640625,172.0,105.86699678826012,158.0,161.0,--,86,2022-07-08 06:33:16
211,6,00:05:34.432,00:05:34.000,1.0,14,19,0:05:34  ,0:05:34  ,0:05:19  ,168.875,172.0,106.2375516563702,160.0,163.0,--,84,2022-07-08 06:33:16
212,7,00:05:38.412,00:05:38.000,1.0,9,--,0:05:38  ,0:05:38  ,0:05:20  ,168.75,172.0,105.06588681666082,163.0,168.0,--,87,2022-07-08 06:33:16
213,8,00:05:22.748,00:05:22.748,1.0,--,10,0:05:22  ,0:05:22  ,0:05:04  ,170.265625,174.0,109.18443543308412,164.0,167.0,--,84,2022-07-08 06:33:16
214,9,00:05:41.704,00:05:41.704,1.0,9,6,0:05:41  ,0:05:41  ,0:05:23  ,168.484375,172.0,104.21771423736774,164.0,168.0,--,87,2022-07-08 06:33:16
215,10,00:05:36.345,00:05:36.000,1.0,9,5,0:05:36  ,0:05:36  ,0:05:20  ,168.1875,172.0,106.0651126896643,162.0,167.0,--,83,2022-07-08 06:33:16
216,11,00:05:41.951,00:05:41.951,1.0,4,15,0:05:41  ,0:05:41  ,0:05:06  ,167.890625,172.0,104.51074429855404,158.0,166.0,--,81,2022-07-08 06:33:16
217,12,00:05:40.894,00:05:40.894,1.0,5,11,0:05:40  ,0:05:40  ,0:05:19  ,168.71875,172.0,104.3202281012237,161.0,164.0,--,83,2022-07-08 06:33:16
218,13,00:05:38.236,00:05:37.000,1.0,--,--,0:05:38  ,0:05:37  ,0:05:14  ,168.359375,172.0,105.36445511867332,163.0,167.0,--,85,2022-07-08 06:33:16
219,14,00:05:47.058,00:05:47.000,1.0,7,--,0:05:47  ,0:05:47  ,0:05:19  ,168.109375,170.0,102.8388566836726,164.0,168.0,--,83,2022-07-08 06:33:16
220,15,00:05:29.426,00:05:29.426,1.0,3,13,0:05:29  ,0:05:29  ,0:05:09  ,169.109375,172.0,107.70247902822672,164.0,170.0,--,83,2022-07-08 06:33:16
221,16,00:05:15.009,00:05:15.000,1.0,8,3,0:05:14  ,0:05:15  ,0:05:07  ,170.28125,174.0,111.85655897580352,168.0,179.0,--,83,2022-07-08 06:33:16
222,17,00:01:26.205,00:01:26.000,0.28,--,1,0:05:07  ,0:05:06  ,0:04:55  ,172.796875,176.0,112.9716097900052,170.0,173.0,--,23,2022-07-08 06:33:16
223,Summary,01:32:00.063,01:31:55.621,16.28,100,139,0:05:39  ,0:05:38  ,0:04:55  ,168.171875,184.0,105.19808802092224,159.0,179.0,--,1371,2022-07-08 06:33:16
224,1,00:06:27.282,00:06:27.282,1.0,32,34,0:06:27  ,0:06:27  ,0:05:59  ,170.6875,185.0,90.75,124.0,136.0,--,74,2024-01-03 07:07:13
225,2,00:06:12.148,00:06:12.000,1.0,0,9,0:06:12  ,0:06:12  ,0:05:55  ,172.9375,181.0,93.37000122070312,140.0,147.0,--,82,2024-01-03 07:07:13
226,3,00:06:03.584,00:06:03.000,1.0,0,2,0:06:03  ,0:06:03  ,0:05:49  ,172.859375,178.0,96.37000122070312,144.0,151.0,--,83,2024-01-03 07:07:13
227,4,00:06:17.721,00:06:17.721,1.0,7,1,0:06:17  ,0:06:17  ,0:06:06  ,171.375,176.0,92.85,146.0,156.0,--,85,2024-01-03 07:07:13
228,5,00:06:06.165,00:06:06.000,1.0,3,10,0:06:06  ,0:06:06  ,0:05:39  ,171.328125,174.0,96.05,142.0,153.0,--,80,2024-01-03 07:07:13
229,6,00:06:48.185,00:06:48.000,1.0,33,1,0:06:48  ,0:06:47  ,0:05:53  ,170.609375,174.0,85.35000000000001,149.0,165.0,--,91,2024-01-03 07:07:13
230,7,00:00:41.396,00:00:40.000,0.11,3,0,0:06:28  ,0:06:15  ,0:06:41  ,172.171875,173.0,87.32999877929689,163.0,165.0,--,10,2024-01-03 07:07:13
231,Summary,00:38:36.481,00:38:34.003,6.11,77,58,0:06:19  ,0:06:18  ,0:05:39  ,171.609375,185.0,92.22000122070312,141.0,165.0,--,506,2024-01-03 07:07:13
232,1,00:06:16.237,00:06:16.237,1.0,0,38,0:06:16  ,0:06:16  ,0:05:41  ,169.015625,176.0,94.79000244140626,137.0,146.0,--,75,2023-09-23 15:46:14
233,2,00:06:29.536,00:06:25.000,1.0,4,6,0:06:29  ,0:06:25  ,0:05:53  ,168.1875,173.0,90.60999755859376,143.0,153.0,--,82,2023-09-23 15:46:14
234,3,00:06:31.214,00:06:31.000,1.0,13,0,0:06:31  ,0:06:31  ,0:06:21  ,168.609375,171.0,91.20999755859376,152.0,160.0,--,88,2023-09-23 15:46:14
235,4,00:06:24.882,00:06:24.882,1.0,2,1,0:06:24  ,0:06:24  ,0:06:14  ,170.140625,172.0,91.94000244140624,150.0,156.0,--,85,2023-09-23 15:46:14
236,5,00:06:19.482,00:06:19.482,1.0,0,6,0:06:19  ,0:06:19  ,0:06:12  ,168.0,172.0,93.15,150.0,155.0,--,83,2023-09-23 15:46:14
237,6,00:06:11.561,00:06:11.000,1.0,5,2,0:06:11  ,0:06:11  ,0:06:02  ,170.21875,172.0,95.0,155.0,160.0,--,84,2023-09-23 15:46:14
238,7,00:06:09.334,00:06:09.000,1.0,3,1,0:06:09  ,0:06:09  ,0:06:02  ,170.0,172.0,95.52000122070314,157.0,162.0,--,84,2023-09-23 15:46:14
239,8,00:06:05.153,00:06:05.153,1.0,0,7,0:06:05  ,0:06:05  ,0:05:57  ,170.21875,172.0,96.20999755859376,154.0,158.0,--,81,2023-09-23 15:46:14
240,9,00:05:33.506,00:05:33.000,1.0,7,0,0:05:33  ,0:05:33  ,0:05:04  ,172.65625,176.0,104.4,164.0,170.0,--,83,2023-09-23 15:46:14
241,10,00:06:04.304,00:06:04.000,1.0,0,2,0:06:04  ,0:06:04  ,0:05:52  ,171.1875,173.0,95.84000244140626,157.0,161.0,--,82,2023-09-23 15:46:14
242,11,00:06:05.924,00:06:05.924,1.0,0,17,0:06:05  ,0:06:05  ,0:05:53  ,171.28125,174.0,95.62000122070312,154.0,159.0,--,79,2023-09-23 15:46:14
243,12,00:06:02.890,00:06:02.890,1.0,0,3,0:06:02  ,0:06:02  ,0:05:41  ,171.390625,174.0,96.67999877929688,157.0,161.0,--,81,2023-09-23 15:46:14
244,13,00:05:45.977,00:05:45.977,0.96,0,1,0:06:02  ,0:06:02  ,0:05:52  ,170.84375,174.0,96.92999877929688,158.0,161.0,--,78,2023-09-23 15:46:14
245,14,00:00:46.963,00:00:46.000,0.13,0,0,0:05:53  ,0:05:46  ,0:05:55  ,171.3125,172.0,99.12000122070312,159.0,161.0,--,11,2023-09-23 15:46:14
246,Summary,01:20:46.963,01:20:39.545,13.09,34,83,0:06:10  ,0:06:09  ,0:05:04  ,170.265625,176.0,95.12999877929688,153.0,170.0,--,1074,2023-09-23 15:46:14
247,1,00:45:00.000,00:44:58.000,6.92,29,54,0:06:30  ,0:06:29  ,0:05:46  ,170.5625,177.0,90.19000244140624,149.0,170.0,--,584,2023-06-10 16:51:52
248,2,00:00:06.228,00:00:06.228,0.02,0,0,0:06:52  ,0:06:51  ,0:06:16  ,143.25,170.0,114.4,168.0,168.0,--,2,2023-06-10 16:51:52
249,Summary,00:45:06.228,00:45:04.228,6.94,29,54,0:06:30  ,0:06:29  ,0:05:46  ,170.484375,177.0,90.25999755859377,149.0,170.0,--,586,2023-06-10 16:51:52
250,1,00:05:56.295,00:05:56.000,1.0,--,53,0:05:56  ,0:05:56  ,0:05:17  ,159.921875,171.0,105.30127584721048,131.0,154.0,--,72,2022-05-02 06:31:42
251,2,00:05:45.509,00:05:38.000,1.0,8,0,0:05:45  ,0:05:38  ,0:05:08  ,157.578125,172.0,110.20364366891712,150.0,160.0,--,84,2022-05-02 06:31:42
252,3,00:05:24.678,00:05:24.000,1.0,8,9,0:05:24  ,0:05:23  ,0:05:12  ,168.046875,172.0,109.96840739768446,155.0,159.0,--,82,2022-05-02 06:31:42
253,4,00:05:18.710,00:05:18.710,1.0,3,3,0:05:18  ,0:05:18  ,0:05:02  ,168.1875,170.0,111.93395693121042,166.0,182.0,--,86,2022-05-02 06:31:42
254,5,00:05:28.000,00:05:28.000,1.0,--,1,0:05:27  ,0:05:27  ,0:04:58  ,168.109375,170.0,108.81417485984508,164.0,168.0,--,88,2022-05-02 06:31:42
255,6,00:05:38.828,00:05:38.828,1.0,9,--,0:05:38  ,0:05:38  ,0:05:12  ,168.28125,172.0,105.22918941760986,167.0,172.0,--,91,2022-05-02 06:31:42
256,7,00:05:24.502,00:05:24.000,1.0,--,13,0:05:24  ,0:05:23  ,0:05:13  ,168.484375,172.0,109.74234154178308,163.0,169.0,--,86,2022-05-02 06:31:42
257,8,00:05:26.994,00:05:26.994,1.0,5,2,0:05:27  ,0:05:26  ,0:05:12  ,168.671875,172.0,108.7849483067184,165.0,169.0,--,86,2022-05-02 06:31:42
258,9,00:05:37.683,00:05:37.683,1.0,1,--,0:05:37  ,0:05:37  ,0:05:25  ,168.40625,172.0,105.5076207878062,162.0,170.0,--,86,2022-05-02 06:31:42
259,10,00:05:33.136,00:05:33.000,1.0,7,6,0:05:33  ,0:05:33  ,0:05:13  ,168.78125,172.0,106.71009398997188,160.0,166.0,--,81,2022-05-02 06:31:42
260,11,00:05:24.851,00:05:24.851,1.0,5,5,0:05:24  ,0:05:24  ,0:05:12  ,169.078125,172.0,109.23947435211464,165.0,171.0,--,84,2022-05-02 06:31:42
261,12,00:05:21.543,00:05:21.000,1.0,1,2,0:05:21  ,0:05:20  ,0:05:07  ,169.921875,174.0,109.81531212938036,167.0,173.0,--,84,2022-05-02 06:31:42
262,13,00:00:04.346,00:00:04.346,0.02,--,--,0:03:37  ,0:03:37  ,0:05:26  ,170.0,170.0,162.09630105540734,168.0,168.0,--,1,2022-05-02 06:31:42
263,Summary,01:06:25.075,01:06:15.412,12.02,47,94,0:05:31  ,0:05:30  ,0:04:58  ,166.859375,174.0,108.44995747573888,159.0,182.0,--,1011,2022-05-02 06:31:42
264,1,00:06:19.849,00:06:19.849,1.0,0,37,0:06:19  ,0:06:19  ,0:05:19  ,170.84375,178.0,92.25999755859377,135.0,146.0,--,79,2023-03-21 06:32:02
265,2,00:06:23.027,00:06:20.000,1.0,0,7,0:06:22  ,0:06:20  ,0:06:02  ,172.21875,186.0,91.70999755859376,139.0,147.0,--,82,2023-03-21 06:32:02
266,3,00:06:24.277,00:06:24.000,1.0,0,0,0:06:24  ,0:06:24  ,0:06:14  ,172.03125,176.0,91.30999755859376,142.0,148.0,--,84,2023-03-21 06:32:02
267,4,00:06:27.223,00:06:27.000,1.0,9,0,0:06:27  ,0:06:27  ,0:06:00  ,171.140625,175.0,90.55,144.0,155.0,--,84,2023-03-21 06:32:02
268,5,00:06:21.989,00:06:21.989,1.0,1,9,0:06:21  ,0:06:21  ,0:06:13  ,171.65625,174.0,91.37000122070312,140.0,152.0,--,79,2023-03-21 06:32:02
269,6,00:06:22.986,00:06:22.986,1.0,0,1,0:06:22  ,0:06:22  ,0:06:08  ,170.21875,173.0,91.72999877929688,144.0,151.0,--,81,2023-03-21 06:32:02
270,7,00:06:26.276,00:06:23.000,1.0,30,0,0:06:26  ,0:06:23  ,0:05:45  ,169.5625,176.0,92.12999877929688,152.0,171.0,--,88,2023-03-21 06:32:02
271,8,00:00:14.373,00:00:14.373,0.04,2,0,0:05:38  ,0:05:39  ,0:05:51  ,174.46875,176.0,99.49000244140626,171.0,172.0,--,4,2023-03-21 06:32:02
272,9,00:00:36.591,00:00:35.000,0.1,3,0,0:06:06  ,0:05:51  ,0:05:51  ,171.328125,174.0,99.19000244140624,171.0,173.0,--,10,2023-03-21 06:32:02
273,Summary,00:45:36.591,00:45:28.197,7.14,46,54,0:06:23  ,0:06:21  ,0:05:19  ,171.109375,186.0,91.72000122070312,143.0,173.0,--,591,2023-03-21 06:32:02
274,1,00:06:29.426,00:06:29.426,1.0,1,36,0:06:29  ,0:06:29  ,0:05:53  ,168.234375,179.0,91.70999755859376,133.0,141.0,--,78,2023-09-09 09:20:24
275,2,00:06:28.756,00:06:28.756,1.0,3,9,0:06:28  ,0:06:28  ,0:05:47  ,168.65625,176.0,91.47000122070312,145.0,151.0,--,83,2023-09-09 09:20:24
276,3,00:06:42.939,00:06:42.939,1.0,14,0,0:06:42  ,0:06:42  ,0:06:21  ,167.265625,172.0,89.30000000000001,148.0,153.0,--,87,2023-09-09 09:20:24
277,4,00:06:31.729,00:06:31.729,1.0,1,0,0:06:31  ,0:06:31  ,0:06:00  ,167.921875,170.0,91.67999877929688,147.0,152.0,--,84,2023-09-09 09:20:24
278,5,00:06:24.049,00:06:24.000,1.0,0,4,0:06:24  ,0:06:24  ,0:06:10  ,168.578125,170.0,92.95999755859376,148.0,152.0,--,82,2023-09-09 09:20:24
279,6,00:06:24.334,00:06:24.000,1.0,1,1,0:06:24  ,0:06:24  ,0:05:58  ,168.578125,171.0,92.52000122070314,151.0,158.0,--,83,2023-09-09 09:20:24
280,7,00:06:20.271,00:06:20.000,1.0,4,1,0:06:20  ,0:06:20  ,0:06:03  ,168.578125,171.0,94.02999877929688,154.0,157.0,--,84,2023-09-09 09:20:24
281,8,00:06:12.595,00:06:12.595,1.0,0,0,0:06:12  ,0:06:12  ,0:06:00  ,168.71875,172.0,95.87999877929688,155.0,160.0,--,83,2023-09-09 09:20:24
282,9,00:06:09.625,00:06:09.625,1.0,0,10,0:06:09  ,0:06:09  ,0:06:05  ,169.84375,171.0,95.69000244140624,154.0,160.0,--,81,2023-09-09 09:20:24
283,10,00:06:06.381,00:06:06.000,1.0,0,11,0:06:06  ,0:06:06  ,0:05:53  ,169.3125,173.0,96.39000244140624,153.0,162.0,--,79,2023-09-09 09:20:24
284,11,00:06:05.946,00:06:05.946,1.0,0,1,0:06:05  ,0:06:05  ,0:05:51  ,169.828125,172.0,96.77999877929688,159.0,164.0,--,83,2023-09-09 09:20:24
285,12,00:00:03.949,00:00:03.949,0.01,0,0,0:06:04  ,0:06:04  ,0:06:05  ,169.0,169.0,97.32999877929689,157.0,158.0,--,1,2023-09-09 09:20:24
286,13,00:05:01.402,00:04:59.000,0.8,19,0,0:06:17  ,0:06:14  ,0:05:39  ,169.359375,172.0,92.97999877929688,163.0,173.0,--,70,2023-09-09 09:20:24
287,Summary,01:15:01.402,01:14:57.965,11.81,45,73,0:06:21  ,0:06:20  ,0:05:39  ,168.703125,179.0,93.4,150.0,173.0,--,978,2023-09-09 09:20:24
288,1,00:03:49.513,00:03:49.513,0.5,--,16,0:07:38  ,0:07:39  ,0:06:35  ,164.609375,170.0,79.40711142982487,113.0,131.0,--,33,2022-09-09 06:17:06
289,2,00:03:28.278,00:03:28.000,0.5,--,37,0:06:56  ,0:06:56  ,0:06:25  ,167.40625,172.0,86.04114640006716,128.0,136.0,--,35,2022-09-09 06:17:06
290,3,00:03:31.480,00:03:30.000,0.5,7,--,0:07:03  ,0:07:00  ,0:06:32  ,163.796875,172.0,86.60567480736822,129.0,134.0,--,41,2022-09-09 06:17:06
291,4,00:03:25.509,00:03:25.000,0.5,--,2,0:06:51  ,0:06:50  ,0:05:50  ,169.25,176.0,86.25052071550739,137.0,145.0,--,44,2022-09-09 06:17:06
292,5,00:03:01.325,00:03:01.325,0.5,--,--,0:06:02  ,0:06:02  ,0:05:39  ,171.046875,174.0,96.72715891465708,145.0,150.0,--,41,2022-09-09 06:17:06
293,6,00:02:47.014,00:02:47.000,0.5,--,--,0:05:34  ,0:05:34  ,0:05:39  ,169.96875,174.0,105.6815749862463,147.0,152.0,--,40,2022-09-09 06:17:06
294,7,00:03:14.872,00:03:14.000,0.5,--,--,0:06:29  ,0:06:28  ,0:05:38  ,168.109375,172.0,91.57562515276275,142.0,146.0,--,47,2022-09-09 06:17:06
